longitude,latitude,WMO
degrees_east,degrees_north,
-157.38,4.297,5100897
-157.378,4.292,5100897
-157.377,4.273,5100897
-157.361,4.264,5100897
-157.355,4.256,5100897
-157.354,4.242,5100897
-157.335,4.208,5100897
-157.314,4.189,5100897
-157.309,4.153,5100897
-157.282,4.143,5100897
-157.248,4.106,5100897
-157.204,4.091,5100897
-157.17,4.055,5100897
-157.137,4.034,5100897
-157.101,3.996,5100897
-157.093,3.976,5100897
-157.111,3.938,5100897
-157.137,3.905,5100897
-157.142,3.873,5100897
-157.171,3.853,5100897
-157.169,3.829,5100897
-157.21,3.819,5100897
-157.23,3.79,5100897
-157.258,3.787,5100897
-157.264,3.768,5100897
-157.292,3.769,5100897
-157.306,3.757,5100897
-157.315,3.762,5100897
-157.324,3.762,5100897
-157.337,3.762,5100897
-157.342,3.744,5100897
-157.356,3.753,5100897
-157.361,3.772,5100897
-157.373,3.816,5100897
-157.372,3.876,5100897
-157.364,3.925,5100897
-157.357,3.992,5100897
-157.336,4.024,5100897
-157.298,4.08,5100897
-157.264,4.101,5100897
-157.22,4.12,5100897
-157.204,4.126,5100897
-157.174,4.143,5100897
-157.128,4.163,5100897
-157.104,4.183,5100897
-157.074,4.195,5100897
-157.061,4.205,5100897
-157.031,4.229,5100897
-157.015,4.255,5100897
-157.015,4.28,5100897
-157.006,4.303,5100897
-156.999,4.338,5100897
-156.999,4.387,5100897
-157.01,4.431,5100897
-157.0,4.476,5100897
-157.007,4.507,5100897
-156.996,4.586,5100897
-156.999,4.638,5100897
-157.014,4.703,5100897
-157.03,4.771,5100897
-157.031,4.864,5100897
-157.024,4.931,5100897
-155.146,4.97,5100897
-155.151,4.907,5100897
-155.14,4.881,5100897
-155.146,4.85,5100897
-155.15,4.818,5100897
-155.145,4.791,5100897
-155.133,4.77,5100897
-155.128,4.774,5100897
-155.134,4.767,5100897
-155.117,4.774,5100897
-155.085,4.768,5100897
-155.048,4.776,5100897
-155.018,4.777,5100897
-154.988,4.775,5100897
-154.932,4.77,5100897
-154.893,4.769,5100897
-154.854,4.761,5100897
-154.836,4.748,5100897
-154.813,4.738,5100897
-154.804,4.744,5100897
-154.794,4.746,5100897
-154.793,4.757,5100897
-154.771,4.762,5100897
-154.771,4.768,5100897
-154.759,4.797,5100897
-154.749,4.824,5100897
-154.725,4.85,5100897
-154.714,4.874,5100897
-154.699,4.889,5100897
-154.683,4.902,5100897
-154.689,4.899,5100897
-154.693,4.918,5100897
-154.698,4.943,5100897
-154.709,4.972,5100897
-158.486,4.986,5100869
-158.51,4.951,5100869
-158.547,4.94,5100869
-158.605,4.907,5100869
-158.647,4.917,5100869
-158.701,4.918,5100869
-158.756,4.926,5100869
-158.808,4.939,5100869
-158.855,4.965,5100869
-158.886,4.974,5100869
-158.926,4.993,5100869
-158.959,4.994,5100869
-158.981,4.986,5100869
-159.002,4.966,5100869
-159.041,4.958,5100869
-159.071,4.937,5100869
-159.083,4.934,5100869
-159.095,4.918,5100869
-159.12,4.913,5100869
-159.153,4.915,5100869
-159.143,4.923,5100869
-159.148,4.901,5100869
-159.159,4.907,5100869
-159.164,4.885,5100869
-159.159,4.853,5100869
-159.164,4.807,5100869
-159.179,4.771,5100869
-159.193,4.739,5100869
-159.188,4.73,5100869
-159.23,4.711,5100869
-159.242,4.735,5100869
-159.266,4.742,5100869
-159.252,4.75,5100869
-159.264,4.766,5100869
-159.252,4.772,5100869
-159.24,4.765,5100869
-159.216,4.75,5100869
-159.205,4.727,5100869
-159.203,4.699,5100869
-159.182,4.678,5100869
-159.164,4.648,5100869
-159.153,4.633,5100869
-159.139,4.612,5100869
-159.143,4.614,5100869
-159.143,4.601,5100869
-159.158,4.599,5100869
-159.152,4.612,5100869
-159.155,4.641,5100869
-159.143,4.647,5100869
-159.123,4.692,5100869
-159.104,4.727,5100869
-159.079,4.776,5100869
-159.049,4.795,5100869
-159.014,4.832,5100869
-158.975,4.842,5100869
-158.925,4.863,5100869
-158.875,4.878,5100869
-158.795,4.888,5100869
-158.737,4.897,5100869
-158.67,4.912,5100869
-158.593,4.925,5100869
-158.53,4.928,5100869
-158.462,4.909,5100869
-158.413,4.896,5100869
-158.374,4.892,5100869
-158.33,4.901,5100869
-158.325,4.894,5100869
-158.303,4.92,5100869
-158.269,4.928,5100869
-158.25,4.947,5100869
-158.216,4.954,5100869
-158.202,4.986,5100869
-155.674,4.964,5100869
-155.68,4.93,5100869
-155.703,4.887,5100869
-155.691,4.859,5100869
-155.681,4.815,5100869
-155.669,4.767,5100869
-155.676,4.741,5100869
-155.657,4.708,5100869
-155.643,4.687,5100869
-155.625,4.657,5100869
-155.624,4.626,5100869
-155.585,4.594,5100869
-155.565,4.569,5100869
-155.537,4.529,5100869
-155.526,4.501,5100869
-155.515,4.482,5100869
-155.485,4.469,5100869
-155.448,4.479,5100869
-155.396,4.483,5100869
-155.344,4.48,5100869
-155.282,4.471,5100869
-155.232,4.479,5100869
-155.163,4.487,5100869
-155.142,4.512,5100869
-155.096,4.534,5100869
-155.052,4.578,5100869
-155.009,4.612,5100869
-154.978,4.662,5100869
-154.937,4.704,5100869
-154.909,4.775,5100869
-154.873,4.83,5100869
-154.838,4.91,5100869
-154.779,4.98,5100869
-157.174,4.061,5100898
-157.142,4.036,5100898
-157.103,3.998,5100898
-157.088,3.975,5100898
-157.121,3.938,5100898
-157.136,3.908,5100898
-157.139,3.868,5100898
-157.161,3.855,5100898
-157.166,3.833,5100898
-157.207,3.823,5100898
-157.227,3.798,5100898
-157.261,3.797,5100898
-157.266,3.781,5100898
-157.293,3.78,5100898
-157.308,3.771,5100898
-157.318,3.779,5100898
-157.331,3.777,5100898
-157.336,3.779,5100898
-157.343,3.762,5100898
-157.35,3.766,5100898
-157.358,3.787,5100898
-157.355,3.836,5100898
-157.356,3.898,5100898
-157.344,3.947,5100898
-157.332,4.017,5100898
-157.32,4.049,5100898
-157.282,4.1,5100898
-157.234,4.115,5100898
-157.199,4.135,5100898
-157.181,4.141,5100898
-157.156,4.157,5100898
-157.109,4.18,5100898
-157.082,4.202,5100898
-157.049,4.215,5100898
-157.033,4.224,5100898
-156.994,4.243,5100898
-156.98,4.274,5100898
-156.974,4.303,5100898
-156.969,4.32,5100898
-156.966,4.357,5100898
-156.97,4.414,5100898
-156.98,4.453,5100898
-156.977,4.502,5100898
-156.98,4.55,5100898
-156.97,4.613,5100898
-156.971,4.669,5100898
-156.983,4.728,5100898
-156.994,4.798,5100898
-157.008,4.887,5100898
-156.991,4.959,5100898
-155.149,4.984,5100898
-155.159,4.938,5100898
-155.147,4.899,5100898
-155.161,4.864,5100898
-155.17,4.831,5100898
-155.163,4.799,5100898
-155.153,4.775,5100898
-155.153,4.771,5100898
-155.154,4.767,5100898
-155.137,4.766,5100898
-155.111,4.753,5100898
-155.079,4.763,5100898
-155.053,4.758,5100898
-155.018,4.75,5100898
-154.965,4.748,5100898
-154.931,4.723,5100898
-154.898,4.718,5100898
-154.884,4.7,5100898
-154.852,4.68,5100898
-154.857,4.682,5100898
-154.843,4.686,5100898
-154.844,4.689,5100898
-154.837,4.692,5100898
-154.819,4.703,5100898
-154.813,4.735,5100898
-154.8,4.755,5100898
-154.781,4.784,5100898
-154.782,4.799,5100898
-154.769,4.82,5100898
-154.76,4.823,5100898
-154.766,4.811,5100898
-154.753,4.817,5100898
-154.763,4.832,5100898
-154.759,4.87,5100898
-154.757,4.902,5100898
-154.731,4.956,5100898
-154.704,4.996,5100898
-150.019,3.202,3200915
-150.092,3.226,3200915
-150.159,3.237,3200915
-150.225,3.273,3200915
-150.274,3.307,3200915
-150.32,3.327,3200915
-150.36,3.349,3200915
-150.385,3.382,3200915
-150.408,3.378,3200915
-150.441,3.386,3200915
-150.488,3.368,3200915
-150.518,3.338,3200915
-150.554,3.288,3200915
-150.608,3.269,3200915
-150.688,3.269,3200915
-150.753,3.28,3200915
-150.818,3.283,3200915
-150.904,3.302,3200915
-150.982,3.323,3200915
-151.066,3.357,3200915
-151.136,3.412,3200915
-151.227,3.462,3200915
-151.307,3.529,3200915
-151.362,3.566,3200915
-151.395,3.585,3200915
-151.447,3.62,3200915
-151.516,3.645,3200915
-151.569,3.682,3200915
-151.611,3.702,3200915
-151.642,3.691,3200915
-151.714,3.675,3200915
-151.762,3.641,3200915
-151.819,3.617,3200915
-151.878,3.569,3200915
-151.946,3.527,3200915
-152.01,3.49,3200915
-152.072,3.463,3200915
-152.153,3.439,3200915
-152.225,3.411,3200915
-152.305,3.37,3200915
-152.381,3.35,3200915
-152.465,3.337,3200915
-152.564,3.337,3200915
-152.626,3.334,3200915
-152.697,3.342,3200915
-152.771,3.34,3200915
-152.851,3.362,3200915
-152.912,3.381,3200915
-152.967,3.434,3200915
-153.037,3.44,3200915
-153.084,3.436,3200915
-153.142,3.418,3200915
-153.203,3.42,3200915
-153.277,3.414,3200915
-153.339,3.402,3200915
-153.401,3.388,3200915
-153.446,3.385,3200915
-153.506,3.376,3200915
-153.581,3.382,3200915
-153.655,3.396,3200915
-153.732,3.403,3200915
-153.762,3.414,3200915
-153.778,3.377,3200915
-153.783,3.331,3200915
-153.8,3.33,3200915
-153.812,3.322,3200915
-153.851,3.303,3200915
-153.886,3.293,3200915
-153.902,3.28,3200915
-153.901,3.248,3200915
-153.917,3.243,3200915
-153.919,3.23,3200915
-153.914,3.233,3200915
-153.917,3.276,3200915
-153.895,3.311,3200915
-153.86,3.323,3200915
-153.82,3.3,3200915
-153.778,3.244,3200915
-153.746,3.178,3200915
-153.745,3.104,3200915
-153.741,3.049,3200915
-153.776,2.991,3200915
-153.813,2.941,3200915
-153.865,2.934,3200915
-153.896,2.93,3200915
-153.93,2.936,3200915
-153.966,2.957,3200915
-154.024,2.981,3200915
-154.058,3.011,3200915
-154.065,3.038,3200915
-154.072,3.047,3200915
-154.079,3.052,3200915
-154.062,3.05,3200915
-154.052,3.019,3200915
-154.058,2.985,3200915
-154.046,2.955,3200915
-154.032,2.926,3200915
-154.041,2.888,3200915
-154.041,2.862,3200915
-154.037,2.834,3200915
-154.024,2.825,3200915
-154.021,2.801,3200915
-154.035,2.795,3200915
-154.032,2.789,3200915
-154.009,2.794,3200915
-154.007,2.78,3200915
-154.017,2.765,3200915
-154.025,2.768,3200915
-154.028,2.755,3200915
-154.043,2.75,3200915
-154.074,2.768,3200915
-154.081,2.784,3200915
-154.081,2.779,3200915
-154.092,2.808,3200915
-154.108,2.832,3200915
-154.114,2.875,3200915
-154.104,2.89,3200915
-154.11,2.915,3200915
-154.117,2.942,3200915
-154.133,2.969,3200915
-154.116,2.965,3200915
-154.11,2.972,3200915
-154.099,2.966,3200915
-154.09,2.986,3200915
-154.069,2.985,3200915
-154.067,2.992,3200915
-154.075,2.987,3200915
-154.068,2.963,3200915
-154.047,2.947,3200915
-154.08,2.94,3200915
-154.089,2.969,3200915
-154.097,2.98,3200915
-154.085,2.963,3200915
-154.101,2.941,3200915
-154.11,2.943,3200915
-154.127,2.917,3200915
-154.139,2.909,3200915
-154.155,2.892,3200915
-154.192,2.874,3200915
-154.228,2.867,3200915
-154.249,2.908,3200915
-154.273,2.933,3200915
-154.326,2.941,3200915
-154.347,2.95,3200915
-154.382,2.936,3200915
-154.426,2.927,3200915
-154.48,2.89,3200915
-154.524,2.875,3200915
-154.56,2.837,3200915
-154.589,2.806,3200915
-154.602,2.751,3200915
-154.598,2.704,3200915
-154.593,2.656,3200915
-154.591,2.618,3200915
-154.628,2.603,3200915
-154.672,2.597,3200915
-154.703,2.596,3200915
-154.731,2.595,3200915
-154.775,2.581,3200915
-154.798,2.545,3200915
-154.852,2.521,3200915
-154.886,2.475,3200915
-154.925,2.439,3200915
-154.945,2.408,3200915
-154.989,2.401,3200915
-155.025,2.382,3200915
-155.061,2.349,3200915
-155.082,2.333,3200915
-155.117,2.311,3200915
-155.138,2.302,3200915
-155.179,2.312,3200915
-155.189,2.336,3200915
-155.207,2.387,3200915
-155.233,2.42,3200915
-155.275,2.452,3200915
-155.285,2.486,3200915
-155.289,2.506,3200915
-155.292,2.533,3200915
-155.318,2.531,3200915
-155.315,2.528,3200915
-155.306,2.518,3200915
-155.303,2.505,3200915
-155.303,2.438,3200915
-155.322,2.354,3200915
-155.339,2.281,3200915
-155.358,2.194,3200915
-155.409,2.126,3200915
-155.45,2.07,3200915
-155.476,2.023,3200915
-155.521,1.958,3200915
-155.579,1.907,3200915
-155.635,1.879,3200915
-155.68,1.842,3200915
-155.732,1.815,3200915
-155.784,1.775,3200915
-155.843,1.713,3200915
-155.885,1.642,3200915
-155.931,1.58,3200915
-155.987,1.507,3200915
-156.042,1.443,3200915
-156.083,1.383,3200915
-156.135,1.351,3200915
-156.206,1.304,3200915
-156.266,1.257,3200915
-156.28,1.227,3200915
-156.283,1.227,3200915
-156.278,1.208,3200915
-156.237,1.211,3200915
-156.183,1.214,3200915
-156.146,1.248,3200915
-156.105,1.314,3200915
-156.056,1.344,3200915
-156.008,1.375,3200915
-156.023,1.403,3200915
-156.014,1.312,3200915
-155.981,1.238,3200915
-155.933,1.148,3200915
-155.923,1.088,3200915
-155.907,1.029,3200915
-155.885,0.971,3200915
-155.86,0.904,3200915
-155.83,0.852,3200915
-155.815,0.775,3200915
-155.838,0.698,3200915
-155.866,0.626,3200915
-155.887,0.566,3200915
-155.921,0.483,3200915
-155.915,0.407,3200915
-155.923,0.349,3200915
-155.93,0.321,3200915
-155.971,0.27,3200915
-155.998,0.219,3200915
-156.022,0.183,3200915
-156.029,0.146,3200915
-156.06,0.118,3200915
-156.08,0.076,3200915
-156.101,0.066,3200915
-156.116,0.051,3200915
-156.139,0.031,3200915
-156.127,-0.014,3200915
-156.099,-0.07,3200915
-156.077,-0.123,3200915
-156.066,-0.192,3200915
-156.049,-0.256,3200915
-156.026,-0.31,3200915
-156.01,-0.345,3200915
-155.998,-0.375,3200915
-155.987,-0.4,3200915
-155.965,-0.429,3200915
-155.972,-0.461,3200915
-155.998,-0.492,3200915
-156.008,-0.504,3200915
-156.015,-0.53,3200915
-156.018,-0.557,3200915
-156.061,-0.585,3200915
-156.102,-0.612,3200915
-156.155,-0.639,3200915
-156.225,-0.668,3200915
-156.318,-0.691,3200915
-156.407,-0.708,3200915
-156.473,-0.731,3200915
-156.556,-0.764,3200915
-156.62,-0.795,3200915
-156.679,-0.817,3200915
-156.738,-0.833,3200915
-156.81,-0.837,3200915
-156.914,-0.834,3200915
-157.007,-0.825,3200915
-157.085,-0.812,3200915
-157.179,-0.803,3200915
-157.261,-0.791,3200915
-157.355,-0.776,3200915
-157.436,-0.764,3200915
-157.529,-0.767,3200915
-157.628,-0.773,3200915
-157.71,-0.779,3200915
-157.797,-0.789,3200915
-157.89,-0.801,3200915
-157.999,-0.806,3200915
-158.093,-0.806,3200915
-158.188,-0.794,3200915
-158.291,-0.77,3200915
-158.391,-0.765,3200915
-158.484,-0.755,3200915
-158.581,-0.756,3200915
-158.682,-0.748,3200915
-158.8,-0.761,3200915
-158.902,-0.765,3200915
-159.015,-0.789,3200915
-159.128,-0.792,3200915
-159.25,-0.803,3200915
-159.38,-0.819,3200915
-159.474,-0.846,3200915
-159.596,-0.87,3200915
-159.746,-0.914,3200915
-159.851,-0.954,3200915
-159.963,-1.019,3200915
-156.775,4.996,5100678
-156.758,4.954,5100678
-156.754,4.929,5100678
-156.732,4.91,5100678
-156.722,4.884,5100678
-156.713,4.858,5100678
-156.707,4.855,5100678
-156.708,4.847,5100678
-156.69,4.841,5100678
-156.674,4.821,5100678
-156.628,4.802,5100678
-156.585,4.773,5100678
-156.54,4.738,5100678
-156.51,4.695,5100678
-156.469,4.663,5100678
-156.456,4.634,5100678
-156.417,4.61,5100678
-156.397,4.598,5100678
-156.353,4.56,5100678
-156.337,4.521,5100678
-156.316,4.478,5100678
-156.329,4.443,5100678
-156.347,4.413,5100678
-156.385,4.378,5100678
-156.426,4.348,5100678
-156.475,4.32,5100678
-156.499,4.303,5100678
-156.551,4.293,5100678
-156.571,4.274,5100678
-156.597,4.252,5100678
-156.639,4.224,5100678
-156.701,4.203,5100678
-156.765,4.207,5100678
-156.846,4.225,5100678
-156.926,4.271,5100678
-157.022,4.323,5100678
-157.112,4.395,5100678
-157.201,4.481,5100678
-157.297,4.546,5100678
-157.355,4.626,5100678
-157.413,4.691,5100678
-157.476,4.742,5100678
-157.546,4.81,5100678
-157.577,4.879,5100678
-157.602,4.95,5100678
-150.034,-2.558,5100540
-150.09,-2.543,5100540
-150.167,-2.537,5100540
-150.239,-2.524,5100540
-150.285,-2.508,5100540
-150.318,-2.485,5100540
-150.393,-2.457,5100540
-150.417,-2.406,5100540
-150.47,-2.381,5100540
-150.496,-2.377,5100540
-150.579,-2.356,5100540
-150.634,-2.337,5100540
-150.692,-2.319,5100540
-150.74,-2.313,5100540
-150.802,-2.291,5100540
-150.855,-2.269,5100540
-150.91,-2.267,5100540
-150.978,-2.256,5100540
-151.036,-2.234,5100540
-151.099,-2.224,5100540
-151.147,-2.219,5100540
-151.204,-2.212,5100540
-151.268,-2.198,5100540
-151.345,-2.199,5100540
-151.411,-2.187,5100540
-151.478,-2.169,5100540
-151.549,-2.16,5100540
-151.623,-2.143,5100540
-151.677,-2.134,5100540
-151.736,-2.138,5100540
-151.786,-2.136,5100540
-151.854,-2.151,5100540
-151.908,-2.175,5100540
-151.954,-2.193,5100540
-152.016,-2.213,5100540
-152.078,-2.231,5100540
-152.103,-2.234,5100540
-152.145,-2.215,5100540
-152.21,-2.206,5100540
-152.27,-2.184,5100540
-152.327,-2.163,5100540
-152.402,-2.148,5100540
-152.5,-2.14,5100540
-152.589,-2.154,5100540
-152.662,-2.162,5100540
-152.753,-2.164,5100540
-152.834,-2.169,5100540
-152.895,-2.199,5100540
-152.967,-2.215,5100540
-153.043,-2.236,5100540
-153.119,-2.254,5100540
-153.167,-2.27,5100540
-153.219,-2.281,5100540
-153.269,-2.283,5100540
-153.329,-2.263,5100540
-153.398,-2.232,5100540
-153.459,-2.211,5100540
-153.535,-2.171,5100540
-153.621,-2.149,5100540
-153.731,-2.131,5100540
-153.836,-2.119,5100540
-153.951,-2.136,5100540
-154.053,-2.152,5100540
-154.159,-2.182,5100540
-154.275,-2.225,5100540
-154.389,-2.266,5100540
-154.514,-2.327,5100540
-154.623,-2.356,5100540
-154.737,-2.417,5100540
-154.857,-2.474,5100540
-154.983,-2.519,5100540
-155.099,-2.569,5100540
-155.21,-2.621,5100540
-155.312,-2.661,5100540
-155.43,-2.698,5100540
-155.547,-2.742,5100540
-155.664,-2.794,5100540
-155.745,-2.825,5100540
-155.851,-2.871,5100540
-155.959,-2.919,5100540
-156.036,-2.978,5100540
-156.162,-3.026,5100540
-156.258,-3.07,5100540
-156.374,-3.12,5100540
-156.474,-3.171,5100540
-156.552,-3.214,5100540
-156.65,-3.247,5100540
-156.77,-3.273,5100540
-156.88,-3.303,5100540
-156.988,-3.308,5100540
-157.132,-3.339,5100540
-157.277,-3.357,5100540
-157.425,-3.394,5100540
-157.573,-3.436,5100540
-157.731,-3.484,5100540
-157.911,-3.545,5100540
-158.07,-3.587,5100540
-158.225,-3.633,5100540
-158.406,-3.693,5100540
-158.575,-3.738,5100540
-158.729,-3.789,5100540
-158.878,-3.821,5100540
-159.034,-3.846,5100540
-159.19,-3.86,5100540
-159.322,-3.863,5100540
-159.462,-3.867,5100540
-159.612,-3.859,5100540
-159.762,-3.854,5100540
-159.898,-3.862,5100540
-150.017,-4.614,5100619
-150.055,-4.62,5100619
-150.081,-4.632,5100619
-150.133,-4.652,5100619
-150.169,-4.682,5100619
-150.205,-4.694,5100619
-150.237,-4.694,5100619
-150.273,-4.699,5100619
-150.303,-4.702,5100619
-150.327,-4.719,5100619
-150.346,-4.731,5100619
-150.355,-4.721,5100619
-150.398,-4.732,5100619
-150.429,-4.728,5100619
-150.464,-4.728,5100619
-150.488,-4.714,5100619
-150.538,-4.718,5100619
-150.563,-4.723,5100619
-150.62,-4.713,5100619
-150.667,-4.717,5100619
-150.722,-4.737,5100619
-150.778,-4.748,5100619
-150.821,-4.771,5100619
-150.874,-4.774,5100619
-150.941,-4.782,5100619
-151.007,-4.783,5100619
-151.063,-4.797,5100619
-151.125,-4.794,5100619
-151.208,-4.797,5100619
-151.277,-4.797,5100619
-151.346,-4.803,5100619
-151.402,-4.804,5100619
-151.486,-4.815,5100619
-151.564,-4.825,5100619
-151.64,-4.843,5100619
-151.707,-4.844,5100619
-151.782,-4.828,5100619
-151.85,-4.819,5100619
-151.918,-4.82,5100619
-151.993,-4.827,5100619
-152.078,-4.822,5100619
-152.151,-4.856,5100619
-152.222,-4.88,5100619
-152.279,-4.912,5100619
-152.347,-4.926,5100619
-152.401,-4.97,5100619
-152.439,-4.979,5100619
-153.248,-4.999,5100619
-153.317,-4.992,5100619
-153.387,-4.985,5100619
-153.471,-4.996,5100619
-154.151,-4.986,5100619
-154.216,-4.975,5100619
-154.288,-4.972,5100619
-154.368,-4.967,5100619
-154.437,-4.981,5100619
-154.504,-4.984,5100619
-154.547,-4.982,5100619
-154.607,-4.969,5100619
-154.644,-4.965,5100619
-154.702,-4.955,5100619
-154.751,-4.951,5100619
-154.814,-4.94,5100619
-154.868,-4.933,5100619
-154.916,-4.934,5100619
-154.982,-4.948,5100619
-155.065,-4.96,5100619
-155.126,-4.987,5100619
-150.007,-4.164,5100535
-150.036,-4.153,5100535
-150.069,-4.152,5100535
-150.106,-4.163,5100535
-150.133,-4.18,5100535
-150.138,-4.189,5100535
-150.152,-4.193,5100535
-150.193,-4.188,5100535
-150.223,-4.203,5100535
-150.247,-4.212,5100535
-150.261,-4.224,5100535
-150.298,-4.223,5100535
-150.312,-4.231,5100535
-150.334,-4.234,5100535
-150.347,-4.244,5100535
-150.401,-4.246,5100535
-150.428,-4.26,5100535
-150.461,-4.275,5100535
-150.484,-4.3,5100535
-150.551,-4.313,5100535
-150.597,-4.332,5100535
-150.636,-4.346,5100535
-150.679,-4.385,5100535
-150.726,-4.412,5100535
-150.777,-4.454,5100535
-150.818,-4.467,5100535
-150.85,-4.485,5100535
-150.903,-4.476,5100535
-150.933,-4.488,5100535
-150.981,-4.483,5100535
-151.022,-4.497,5100535
-151.074,-4.493,5100535
-151.139,-4.504,5100535
-151.205,-4.525,5100535
-151.242,-4.572,5100535
-151.298,-4.597,5100535
-151.33,-4.629,5100535
-151.371,-4.65,5100535
-151.4,-4.682,5100535
-151.437,-4.687,5100535
-151.461,-4.706,5100535
-151.483,-4.704,5100535
-151.514,-4.7,5100535
-151.569,-4.696,5100535
-151.644,-4.682,5100535
-151.719,-4.721,5100535
-151.803,-4.742,5100535
-151.869,-4.808,5100535
-151.943,-4.868,5100535
-151.989,-4.936,5100535
-152.024,-4.998,5100535
-152.803,4.989,0
-152.882,4.918,0
-152.988,4.845,0
-153.052,4.784,0
-153.14,4.725,0
-153.224,4.675,0
-153.315,4.642,0
-153.368,4.609,0
-153.426,4.58,0
-153.46,4.531,0
-153.497,4.476,0
-153.525,4.421,0
-153.556,4.367,0
-153.6,4.314,0
-153.622,4.254,0
-153.655,4.19,0
-153.67,4.116,0
-153.714,4.059,0
-153.753,3.991,0
-153.792,3.945,0
-153.852,3.87,0
-153.858,3.803,0
-153.911,3.742,0
-153.956,3.675,0
-154.003,3.621,0
-154.055,3.557,0
-154.105,3.506,0
-154.162,3.476,0
-154.223,3.43,0
-154.289,3.393,0
-154.347,3.376,0
-154.439,3.348,0
-154.512,3.327,0
-154.597,3.315,0
-154.699,3.296,0
-154.777,3.276,0
-154.87,3.272,0
-154.957,3.27,0
-155.043,3.282,0
-155.13,3.301,0
-155.211,3.342,0
-155.308,3.379,0
-155.354,3.436,0
-155.434,3.504,0
-155.49,3.547,0
-155.519,3.611,0
-155.532,3.675,0
-155.537,3.731,0
-155.533,3.783,0
-155.524,3.822,0
-155.515,3.839,0
-155.503,3.839,0
-155.503,3.843,0
-155.493,3.832,0
-155.49,3.807,0
-155.487,3.788,0
-155.494,3.757,0
-155.485,3.731,0
-155.519,3.709,0
-155.54,3.703,0
-155.576,3.678,0
-155.617,3.674,0
-155.641,3.68,0
-155.666,3.696,0
-155.707,3.702,0
-155.729,3.711,0
-155.764,3.706,0
-155.802,3.693,0
-155.874,3.698,0
-155.937,3.726,0
-156.0,3.741,0
-156.057,3.757,0
-156.112,3.786,0
-156.146,3.814,0
-156.177,3.832,0
-156.21,3.848,0
-156.233,3.881,0
-156.268,3.901,0
-156.263,3.912,0
-156.261,3.916,0
-156.261,3.923,0
-156.289,3.932,0
-156.293,3.954,0
-156.295,3.966,0
-156.271,3.987,0
-156.265,4.007,0
-156.249,4.018,0
-156.238,4.027,0
-156.233,4.02,0
-156.18,4.035,0
-156.153,4.032,0
-156.139,4.02,0
-156.102,4.034,0
-156.047,4.038,0
-156.012,4.03,0
-155.989,4.017,0
-155.966,4.001,0
-155.927,4.004,0
-155.887,4.006,0
-155.864,4.002,0
-155.856,3.995,0
-155.824,3.992,0
-155.783,3.984,0
-155.757,3.976,0
-155.727,3.958,0
-155.702,3.955,0
-155.685,3.951,0
-155.654,3.947,0
-155.642,3.937,0
-155.607,3.931,0
-155.585,3.934,0
-155.556,3.938,0
-155.528,3.95,0
-155.52,3.963,0
-155.49,3.992,0
-155.43,3.992,0
-155.384,4.016,0
-155.361,4.03,0
-155.324,4.052,0
-155.27,4.064,0
-155.236,4.085,0
-155.173,4.107,0
-155.117,4.135,0
-155.042,4.176,0
-154.991,4.202,0
-154.917,4.21,0
-154.845,4.218,0
-154.783,4.216,0
-154.725,4.212,0
-154.681,4.241,0
-154.637,4.214,0
-154.59,4.2,0
-154.562,4.201,0
-154.54,4.199,0
-154.519,4.223,0
-154.472,4.235,0
-154.459,4.284,0
-154.404,4.326,0
-154.368,4.379,0
-154.346,4.421,0
-154.312,4.468,0
-154.272,4.516,0
-154.233,4.545,0
-154.215,4.565,0
-154.206,4.599,0
-154.213,4.614,0
-154.24,4.643,0
-154.264,4.671,0
-154.295,4.717,0
-154.321,4.744,0
-154.365,4.786,0
-154.409,4.843,0
-154.424,4.899,0
-154.448,4.946,0
-150.02,-3.019,3200647
-150.196,-2.995,3200647
-150.378,-2.976,3200647
-150.568,-2.976,3200647
-150.749,-2.978,3200647
-150.938,-2.982,3200647
-151.109,-2.981,3200647
-151.29,-3.021,3200647
-151.438,-3.049,3200647
-151.595,-3.091,3200647
-151.739,-3.127,3200647
-151.885,-3.156,3200647
-152.028,-3.195,3200647
-152.182,-3.229,3200647
-152.342,-3.277,3200647
-152.491,-3.332,3200647
-152.628,-3.383,3200647
-152.792,-3.448,3200647
-152.952,-3.517,3200647
-153.101,-3.569,3200647
-153.223,-3.623,3200647
-153.336,-3.679,3200647
-153.45,-3.759,3200647
-153.552,-3.835,3200647
-153.619,-3.926,3200647
-153.694,-3.991,3200647
-153.732,-4.079,3200647
-153.781,-4.157,3200647
-153.796,-4.225,3200647
-153.8,-4.32,3200647
-153.783,-4.396,3200647
-153.735,-4.465,3200647
-153.679,-4.506,3200647
-153.62,-4.537,3200647
-153.55,-4.539,3200647
-153.489,-4.55,3200647
-153.437,-4.549,3200647
-153.397,-4.533,3200647
-153.37,-4.528,3200647
-153.335,-4.51,3200647
-153.332,-4.499,3200647
-153.339,-4.518,3200647
-153.342,-4.542,3200647
-153.339,-4.546,3200647
-153.354,-4.561,3200647
-153.367,-4.577,3200647
-153.388,-4.611,3200647
-153.394,-4.616,3200647
-153.401,-4.61,3200647
-153.397,-4.6,3200647
-153.417,-4.593,3200647
-153.404,-4.585,3200647
-153.434,-4.568,3200647
-153.46,-4.53,3200647
-153.502,-4.498,3200647
-153.544,-4.458,3200647
-153.581,-4.437,3200647
-153.631,-4.426,3200647
-153.689,-4.433,3200647
-153.721,-4.442,3200647
